                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                     99,                0.79274,                0.45827,                0.53282,                 1.1883,                0.92548,                0.92644,                0.97087,                0.92586,                0.92548,                0.92644,                0.96769,                0.91585,                      0,                      0,                      0,                      0,               0.005149,               0.005149,               0.005149
                    100,                0.84577,                0.49659,                0.54644,                 1.2599,                0.82989,                 0.9726,                0.96329,                0.89971,                0.82989,                 0.9726,                0.96329,                0.88755,                      0,                      0,                      0,                      0,              0.0050995,              0.0050995,              0.0050995
                    101,                0.85497,                0.51651,                0.57041,                 1.2551,                 0.8851,                0.96298,                0.95015,                 0.8969,                 0.8851,                0.96298,                0.95015,                0.89946,                      0,                      0,                      0,                      0,                0.00505,                0.00505,                0.00505
                    102,                0.84076,                0.51081,                0.52878,                  1.234,                0.88825,                0.97808,                0.96129,                0.89609,                0.88825,                0.97808,                0.96129,                0.90146,                      0,                      0,                      0,                      0,              0.0050005,              0.0050005,              0.0050005
                    103,                0.82055,                0.48347,                 0.5093,                 1.2171,                 0.8836,                0.96732,                0.96367,                0.87941,                 0.8836,                0.96732,                0.96367,                0.88536,                      0,                      0,                      0,                      0,               0.004951,               0.004951,               0.004951
                    104,                0.78867,                0.47085,                0.48952,                  1.217,                0.88918,                0.97273,                0.98238,                0.92132,                0.88918,                0.97273,                0.98238,                0.94476,                      0,                      0,                      0,                      0,              0.0049015,              0.0049015,              0.0049015
                    105,                0.83392,                0.46889,                0.50234,                  1.213,                0.93198,                0.95727,                0.99046,                0.92722,                0.93198,                0.95727,                0.99046,                0.95428,                      0,                      0,                      0,                      0,               0.004852,               0.004852,               0.004852
                    106,                0.86753,                 0.4687,                0.59539,                 1.2221,                0.92308,                 0.9424,                0.98835,                0.93671,                0.92308,                 0.9424,                0.98835,                0.95599,                      0,                      0,                      0,                      0,              0.0048025,              0.0048025,              0.0048025
                    107,                0.81923,                0.50896,                0.55951,                 1.2324,                0.93305,                0.87434,                0.97066,                0.90915,                0.93305,                0.87434,                0.97066,                0.91923,                      0,                      0,                      0,                      0,               0.004753,               0.004753,               0.004753
                    108,                0.86485,                0.50856,                0.54229,                 1.2656,                0.87562,                      1,                0.96697,                0.90674,                0.87562,                      1,                0.96697,                 0.9035,                      0,                      0,                      0,                      0,              0.0047035,              0.0047035,              0.0047035
                    109,                0.78671,                0.46696,                    inf,                 1.1739,                0.93023,                0.99672,                0.98352,                0.93975,                0.93023,                0.99672,                0.98352,                0.92238,                      0,                      0,                      0,                      0,               0.004654,               0.004654,               0.004654
                    110,                0.82871,                0.46694,                0.52637,                 1.2239,                0.86359,                  0.967,                0.97091,                0.92271,                0.86359,                  0.967,                0.97091,                0.90687,                      0,                      0,                      0,                      0,              0.0046045,              0.0046045,              0.0046045
                    111,                 0.8156,                0.47501,                0.49443,                 1.2089,                0.89236,                0.98182,                0.98043,                0.92381,                0.89236,                0.98182,                0.98043,                0.91791,                      0,                      0,                      0,                      0,               0.004555,               0.004555,               0.004555
                    112,                0.84451,                0.49479,                0.56993,                 1.2566,                0.87259,                0.97827,                0.98214,                0.93191,                0.87259,                0.97827,                0.98214,                0.92252,                      0,                      0,                      0,                      0,              0.0045055,              0.0045055,              0.0045055
                    113,                0.79212,                0.45983,                0.49226,                 1.2142,                0.87806,                0.98182,                 0.9304,                0.86637,                0.87806,                0.98182,                 0.9304,                0.87881,                      0,                      0,                      0,                      0,               0.004456,               0.004456,               0.004456
                    114,                 0.8345,                0.49147,                0.52201,                 1.2657,                0.89649,                0.96799,                0.91849,                0.87579,                0.89649,                0.96799,                0.91849,                0.88598,                      0,                      0,                      0,                      0,              0.0044065,              0.0044065,              0.0044065
                    115,                0.77717,                0.46921,                0.48669,                 1.2147,                0.89461,                0.98182,                0.97932,                0.92234,                0.89461,                0.98182,                0.97932,                0.94176,                      0,                      0,                      0,                      0,               0.004357,               0.004357,               0.004357
                    116,                0.82495,                0.47266,                0.49497,                 1.2342,                 0.8967,                0.97501,                0.92422,                  0.876,                 0.8967,                0.97501,                0.92422,                0.88683,                      0,                      0,                      0,                      0,              0.0043075,              0.0043075,              0.0043075
                    117,                0.82865,                0.44145,                0.51125,                 1.2358,                0.85854,                0.98182,                0.94127,                0.88224,                0.85854,                0.98182,                0.94127,                0.89216,                      0,                      0,                      0,                      0,               0.004258,               0.004258,               0.004258
                    118,                0.81125,                0.47028,                0.52157,                 1.2345,                0.86495,                0.99405,                0.97766,                0.91214,                0.86495,                0.99405,                0.97766,                0.92199,                      0,                      0,                      0,                      0,              0.0042085,              0.0042085,              0.0042085
                    119,                0.81096,                0.49717,                0.50881,                 1.2116,                0.94692,                0.92139,                0.97964,                0.92195,                0.94692,                0.92139,                0.97589,                0.94247,                      0,                      0,                      0,                      0,               0.004159,               0.004159,               0.004159
                    120,                0.81348,                0.47459,                0.62548,                 1.2304,                0.89368,                0.98628,                0.96872,                0.91857,                0.89368,                0.98628,                0.96872,                0.89488,                      0,                      0,                      0,                      0,              0.0041095,              0.0041095,              0.0041095
                    121,                0.76806,                0.45115,                0.46937,                  1.193,                0.85433,                0.98112,                0.89661,                0.85081,                0.85433,                0.98112,                0.89661,                0.83703,                      0,                      0,                      0,                      0,                0.00406,                0.00406,                0.00406
                    122,                0.77949,                0.44659,                0.47519,                 1.1914,                0.86504,                0.97665,                0.95985,                0.89748,                0.86504,                0.97665,                0.95985,                0.89108,                      0,                      0,                      0,                      0,              0.0040105,              0.0040105,              0.0040105
                    123,                0.91585,                0.53434,                0.62881,                 1.2061,                0.89394,                0.98148,                0.97007,                0.92305,                0.89394,                0.98148,                0.97007,                0.92218,                      0,                      0,                      0,                      0,               0.003961,               0.003961,               0.003961
                    124,                  0.814,                0.45503,                 0.5158,                 1.2105,                0.89456,                0.98182,                0.98047,                0.93097,                0.89456,                0.98182,                0.98047,                0.93337,                      0,                      0,                      0,                      0,              0.0039115,              0.0039115,              0.0039115
                    125,                0.82959,                0.48333,                0.51569,                 1.2174,                 0.9907,                0.97397,                0.99314,                0.93795,                 0.9907,                0.97397,                0.99314,                0.94665,                      0,                      0,                      0,                      0,               0.003862,               0.003862,               0.003862
                    126,                0.75508,                0.44936,                0.45129,                 1.1699,                0.88532,                0.97341,                0.95628,                0.91867,                0.88532,                0.97341,                0.95628,                0.91066,                      0,                      0,                      0,                      0,              0.0038125,              0.0038125,              0.0038125
                    127,                0.74091,                0.44373,                0.45496,                 1.1922,                0.88768,                0.97712,                0.98259,                0.93775,                0.88768,                0.97712,                0.98259,                0.94202,                      0,                      0,                      0,                      0,               0.003763,               0.003763,               0.003763
                    128,                0.76579,                0.42693,                    inf,                 1.1325,                0.89664,                0.98182,                 0.9845,                0.91499,                0.89664,                0.98182,                 0.9845,                0.94011,                      0,                      0,                      0,                      0,              0.0037135,              0.0037135,              0.0037135
                    129,                0.78066,                0.47299,                0.47027,                 1.2093,                0.92726,                 0.9796,                0.98306,                0.93933,                0.92726,                 0.9796,                0.98306,                0.92793,                      0,                      0,                      0,                      0,               0.003664,               0.003664,               0.003664
                    130,                0.85168,                0.47357,                0.60827,                 1.2189,                0.85384,                0.98182,                0.94419,                0.88021,                0.85384,                0.98182,                0.94419,                0.90686,                      0,                      0,                      0,                      0,              0.0036145,              0.0036145,              0.0036145
                    131,                0.81251,                0.48953,                0.48661,                  1.203,                0.85852,                0.98182,                0.91683,                0.86279,                0.85852,                0.98182,                0.91683,                0.87862,                      0,                      0,                      0,                      0,               0.003565,               0.003565,               0.003565
                    132,                0.75474,                0.46326,                0.48114,                 1.2022,                0.86134,                0.98182,                 0.9189,                0.85353,                0.86134,                0.98182,                 0.9189,                0.87004,                      0,                      0,                      0,                      0,              0.0035155,              0.0035155,              0.0035155
                    133,                0.77881,                0.47301,                0.47092,                 1.1982,                0.88548,                0.97863,                 0.9796,                0.93328,                0.88548,                0.97863,                 0.9796,                 0.9443,                      0,                      0,                      0,                      0,               0.003466,               0.003466,               0.003466
                    134,                0.76301,                0.43952,                0.48651,                 1.1973,                0.85245,                0.98182,                0.97833,                0.93871,                0.85245,                0.98182,                0.97833,                0.93878,                      0,                      0,                      0,                      0,              0.0034165,              0.0034165,              0.0034165
                    135,                0.75654,                0.45263,                0.45485,                 1.1911,                0.85938,                0.98182,                 0.9626,                0.92222,                0.85938,                0.98182,                 0.9626,                0.93633,                      0,                      0,                      0,                      0,               0.003367,               0.003367,               0.003367
                    136,                0.80161,                0.45729,                0.47753,                 1.2037,                 0.8603,                0.98182,                0.95597,                0.90619,                 0.8603,                0.98182,                0.95597,                0.92341,                      0,                      0,                      0,                      0,              0.0033175,              0.0033175,              0.0033175
                    137,                 0.7673,                0.50201,                0.48402,                 1.2114,                0.93047,                0.98182,                0.98481,                0.94522,                0.93047,                0.98182,                0.98481,                0.94795,                      0,                      0,                      0,                      0,               0.003268,               0.003268,               0.003268
                    138,                0.76413,                0.42747,                0.47389,                 1.2006,                0.94861,                0.92342,                0.97899,                0.93829,                0.94861,                0.92342,                0.97899,                0.93627,                      0,                      0,                      0,                      0,              0.0032185,              0.0032185,              0.0032185
                    139,                0.72697,                0.40765,                0.44432,                 1.1698,                0.98746,                0.98281,                0.99001,                 0.9397,                0.98746,                0.98281,                0.99001,                 0.9477,                      0,                      0,                      0,                      0,               0.003169,               0.003169,               0.003169
                    140,                0.74683,                0.44192,                0.45482,                 1.1871,                0.92304,                0.92684,                0.97116,                0.92309,                0.92304,                0.92684,                0.97116,                0.93203,                      0,                      0,                      0,                      0,              0.0031195,              0.0031195,              0.0031195
                    141,                0.75826,                0.45213,                0.45096,                 1.1918,                0.98987,                0.98079,                0.98938,                0.94614,                0.98987,                0.98079,                0.98938,                0.95701,                      0,                      0,                      0,                      0,                0.00307,                0.00307,                0.00307
                    142,                 0.7688,                0.44313,                0.45411,                 1.1951,                0.92936,                0.98182,                 0.9853,                0.94234,                0.92936,                0.98182,                 0.9853,                0.94186,                      0,                      0,                      0,                      0,              0.0030205,              0.0030205,              0.0030205
                    143,                0.73766,                0.46701,                0.47362,                 1.1753,                0.88587,                0.98182,                0.97307,                0.92863,                0.88587,                0.98182,                0.97307,                0.93444,                      0,                      0,                      0,                      0,               0.002971,               0.002971,               0.002971
                    144,                0.79078,                0.43107,                0.50484,                  1.189,                0.89419,                0.98182,                0.98048,                0.94433,                0.89419,                0.98182,                0.98048,                0.93322,                      0,                      0,                      0,                      0,              0.0029215,              0.0029215,              0.0029215
                    145,                0.70402,                0.43249,                0.44571,                 1.1802,                0.89276,                0.98182,                0.97561,                0.92987,                0.89276,                0.98182,                0.97561,                0.93565,                      0,                      0,                      0,                      0,               0.002872,               0.002872,               0.002872
                    146,                0.79426,                0.44951,                0.44958,                 1.1592,                0.88208,                0.98182,                0.96953,                0.91101,                0.88208,                0.98182,                0.96953,                0.92521,                      0,                      0,                      0,                      0,              0.0028225,              0.0028225,              0.0028225
                    147,                0.74996,                0.42366,                0.48496,                 1.1844,                   0.89,                0.98182,                0.97259,                0.93261,                   0.89,                0.98182,                0.97259,                0.93208,                      0,                      0,                      0,                      0,               0.002773,               0.002773,               0.002773
                    148,                0.75768,                0.43836,                0.43642,                 1.1891,                0.89255,                0.98182,                0.96608,                0.92746,                0.89255,                0.98182,                0.96608,                0.92845,                      0,                      0,                      0,                      0,              0.0027235,              0.0027235,              0.0027235
                    149,                0.71049,                 0.4039,                0.43185,                 1.1765,                0.89128,                0.97756,                0.97802,                0.93511,                0.89128,                0.97756,                0.97802,                0.93988,                      0,                      0,                      0,                      0,               0.002674,               0.002674,               0.002674
                    150,                0.78519,                0.46585,                0.47391,                 1.1765,                0.89411,                0.97884,                0.96832,                0.92584,                0.89411,                0.97884,                0.96832,                0.91804,                      0,                      0,                      0,                      0,              0.0026245,              0.0026245,              0.0026245
                    151,                0.73364,                0.41806,                 0.4397,                 1.1863,                0.89476,                0.98182,                0.96729,                  0.925,                0.89476,                0.98182,                0.96729,                0.91902,                      0,                      0,                      0,                      0,               0.002575,               0.002575,               0.002575
                    152,                0.70522,                 0.4175,                0.42912,                 1.1706,                0.88635,                0.97968,                0.94039,                0.88935,                0.88635,                0.97968,                0.94039,                0.89944,                      0,                      0,                      0,                      0,              0.0025255,              0.0025255,              0.0025255
                    153,                0.76309,                0.45617,                0.45323,                 1.1976,                  0.889,                0.97794,                 0.9535,                0.90736,                  0.889,                0.97794,                 0.9535,                 0.9123,                      0,                      0,                      0,                      0,               0.002476,               0.002476,               0.002476
                    154,                0.74947,                0.47148,                0.44493,                 1.1645,                0.89358,                0.97513,                  0.982,                0.93432,                0.89358,                0.97513,                  0.982,                0.93734,                      0,                      0,                      0,                      0,              0.0024265,              0.0024265,              0.0024265
                    155,                0.72152,                0.44885,                0.44073,                 1.1711,                0.92215,                0.97156,                0.98477,                0.94659,                0.92215,                0.97156,                0.98477,                0.94973,                      0,                      0,                      0,                      0,               0.002377,               0.002377,               0.002377
                    156,                0.76144,                0.45776,                0.43988,                  1.206,                0.89669,                0.97836,                0.98611,                0.94367,                0.89669,                0.97836,                0.98611,                0.95313,                      0,                      0,                      0,                      0,              0.0023275,              0.0023275,              0.0023275
                    157,                0.72271,                0.43343,                0.41581,                 1.1751,                0.89103,                0.97688,                0.97185,                0.93563,                0.89103,                0.97688,                0.97185,                 0.9331,                      0,                      0,                      0,                      0,               0.002278,               0.002278,               0.002278
                    158,                0.74673,                0.42768,                0.43327,                 1.2158,                0.88983,                0.97846,                0.97985,                0.94797,                0.88983,                0.97846,                0.97985,                0.94879,                      0,                      0,                      0,                      0,              0.0022285,              0.0022285,              0.0022285
                    159,                0.73974,                0.40713,                 0.4279,                 1.1896,                0.89672,                0.97019,                0.98104,                0.94612,                0.89672,                0.97019,                0.98104,                0.95569,                      0,                      0,                      0,                      0,               0.002179,               0.002179,               0.002179
                    160,                  0.772,                0.44752,                0.44906,                 1.1677,                0.88239,                0.98182,                0.98071,                 0.9511,                0.88239,                0.98182,                0.98071,                0.93699,                      0,                      0,                      0,                      0,              0.0021295,              0.0021295,              0.0021295
                    161,                0.68539,                0.47979,                0.40354,                  1.162,                0.93706,                0.97447,                0.98522,                 0.9556,                0.93706,                0.97447,                0.98522,                0.94499,                      0,                      0,                      0,                      0,                0.00208,                0.00208,                0.00208
                    162,                0.70799,                0.40213,                0.43243,                 1.1892,                0.96646,                0.92492,                0.98125,                 0.9487,                0.96646,                0.92492,                0.98125,                0.93269,                      0,                      0,                      0,                      0,              0.0020305,              0.0020305,              0.0020305
                    163,                0.73817,                0.43505,                0.43209,                  1.173,                0.85312,                0.98182,                0.97626,                0.94476,                0.85312,                0.98182,                0.97626,                 0.9476,                      0,                      0,                      0,                      0,               0.001981,               0.001981,               0.001981
                    164,                0.72283,                0.41266,                0.42413,                 1.1659,                0.85364,                0.97709,                0.96655,                0.93105,                0.85364,                0.97709,                0.96655,                0.93555,                      0,                      0,                      0,                      0,              0.0019315,              0.0019315,              0.0019315
                    165,                0.69392,                0.37232,                0.41577,                 1.1748,                0.88282,                0.96364,                0.95662,                0.92068,                0.88282,                0.96364,                0.95662,                0.92816,                      0,                      0,                      0,                      0,               0.001882,               0.001882,               0.001882
                    166,                0.72158,                0.40724,                0.42924,                 1.1934,                0.88819,                0.96994,                0.96268,                 0.9254,                0.88819,                0.96994,                0.96268,                0.92736,                      0,                      0,                      0,                      0,              0.0018325,              0.0018325,              0.0018325
                    167,                 0.7161,                0.42878,                0.43105,                 1.1686,                0.85718,                0.98182,                0.96113,                0.92494,                0.85718,                0.98182,                0.96113,                0.92202,                      0,                      0,                      0,                      0,               0.001783,               0.001783,               0.001783
                    168,                0.71768,                  0.433,                0.43774,                 1.1537,                0.89917,                0.96807,                0.96742,                0.93047,                0.89917,                0.96807,                0.96742,                0.92785,                      0,                      0,                      0,                      0,              0.0017335,              0.0017335,              0.0017335
                    169,                0.73926,                0.42863,                0.44975,                 1.1911,                0.89869,                0.96526,                0.97437,                0.93239,                0.89869,                0.96526,                0.97437,                 0.9479,                      0,                      0,                      0,                      0,               0.001684,               0.001684,               0.001684
                    170,                 0.7165,                0.42943,                 0.4543,                 1.1798,                0.88068,                0.97273,                 0.9791,                0.94292,                0.88068,                0.97273,                 0.9791,                0.94571,                      0,                      0,                      0,                      0,              0.0016345,              0.0016345,              0.0016345
                    171,                0.71645,                0.41318,                0.40315,                 1.1545,                0.89138,                0.93655,                0.97884,                0.93879,                0.89138,                0.93655,                0.97884,                0.93915,                      0,                      0,                      0,                      0,               0.001585,               0.001585,               0.001585
                    172,                 0.6958,                0.41029,                 0.4326,                 1.1785,                0.85408,                0.98236,                0.97424,                0.93214,                0.85408,                0.98236,                0.97424,                 0.9494,                      0,                      0,                      0,                      0,              0.0015355,              0.0015355,              0.0015355
                    173,                0.70711,                 0.4349,                0.42038,                 1.1789,                0.85484,                0.98182,                 0.9627,                0.92285,                0.85484,                0.98182,                 0.9627,                0.92891,                      0,                      0,                      0,                      0,               0.001486,               0.001486,               0.001486
                    174,                0.67553,                0.39245,                0.41062,                 1.1773,                0.89123,                0.95902,                0.97538,                0.94411,                0.89123,                0.95902,                0.97538,                0.94551,                      0,                      0,                      0,                      0,              0.0014365,              0.0014365,              0.0014365
                    175,                0.68405,                0.40455,                0.42062,                 1.1644,                0.91605,                0.92626,                0.98198,                0.94724,                0.91605,                0.92626,                0.98198,                0.95009,                      0,                      0,                      0,                      0,               0.001387,               0.001387,               0.001387
                    176,                 0.6818,                0.39799,                0.63238,                 1.1617,                0.93854,                 0.9709,                0.98546,                0.94851,                0.93854,                 0.9709,                0.98546,                0.95628,                      0,                      0,                      0,                      0,              0.0013375,              0.0013375,              0.0013375
                    177,                0.68866,                0.37062,                 0.3799,                 1.1364,                0.92817,                0.91521,                 0.9804,                0.93955,                0.92817,                0.91521,                 0.9804,                 0.9516,                      0,                      0,                      0,                      0,               0.001288,               0.001288,               0.001288
                    178,                0.69858,                0.39068,                0.39022,                 1.1642,                0.89434,                0.98182,                0.97361,                0.93478,                0.89434,                0.98182,                0.97361,                0.94533,                      0,                      0,                      0,                      0,              0.0012385,              0.0012385,              0.0012385
                    179,                 0.6897,                0.40619,                0.36129,                   1.15,                0.88647,                0.97607,                0.93236,                 0.8898,                0.88647,                0.97607,                0.93236,                0.90064,                      0,                      0,                      0,                      0,               0.001189,               0.001189,               0.001189
                    180,                0.67027,                0.37809,                0.39249,                 1.1444,                0.86506,                0.97972,                0.92459,                0.88055,                0.86506,                0.97972,                0.92459,                0.90039,                      0,                      0,                      0,                      0,              0.0011395,              0.0011395,              0.0011395
                    181,                0.66788,                0.38945,                0.39648,                 1.1484,                 0.8609,                0.98182,                0.94575,                0.90633,                 0.8609,                0.98182,                0.94575,                 0.9147,                      0,                      0,                      0,                      0,                0.00109,                0.00109,                0.00109
                    182,                0.67246,                0.37815,                0.37885,                 1.1501,                0.85862,                0.98182,                 0.9626,                0.92013,                0.85862,                0.98182,                 0.9626,                0.92123,                      0,                      0,                      0,                      0,              0.0010405,              0.0010405,              0.0010405
                    183,                0.70919,                0.39162,                0.39255,                  1.165,                0.85333,                0.98182,                0.97581,                0.93878,                0.85333,                0.98182,                0.97581,                0.94076,                      0,                      0,                      0,                      0,               0.000991,               0.000991,               0.000991
                    184,                0.66094,                 0.3686,                0.38246,                 1.1455,                0.95626,                0.91464,                0.98015,                0.94244,                0.95626,                0.91464,                0.98015,                0.94919,                      0,                      0,                      0,                      0,              0.0009415,              0.0009415,              0.0009415
                    185,                0.66371,                0.39006,                0.38242,                 1.1393,                0.91474,                0.91548,                0.97575,                0.93648,                0.91474,                0.91548,                0.97575,                0.94079,                      0,                      0,                      0,                      0,               0.000892,               0.000892,               0.000892
                    186,                0.66673,                0.39861,                0.39396,                 1.1406,                0.96104,                0.92626,                0.97892,                 0.9391,                0.96104,                0.92626,                0.97892,                0.95241,                      0,                      0,                      0,                      0,              0.0008425,              0.0008425,              0.0008425
                    187,                0.70153,                0.39274,                0.38652,                 1.1668,                0.93847,                 0.9225,                0.97873,                0.94286,                0.93847,                 0.9225,                0.97873,                0.93527,                      0,                      0,                      0,                      0,               0.000793,               0.000793,               0.000793
                    188,                 0.6497,                0.36324,                0.38089,                 1.1405,                0.89743,                0.92337,                0.97873,                0.94732,                0.89743,                0.92337,                0.97873,                0.94371,                      0,                      0,                      0,                      0,              0.0007435,              0.0007435,              0.0007435
                    189,                0.68792,                0.40034,                0.39197,                 1.1365,                0.89227,                0.92626,                0.97813,                0.94409,                0.89227,                0.92626,                0.97813,                0.94841,                      0,                      0,                      0,                      0,               0.000694,               0.000694,               0.000694
                    190,                0.66467,                0.39087,                0.36211,                 1.1464,                0.85505,                0.98287,                 0.9736,                0.94373,                0.85505,                0.98287,                 0.9736,                 0.9417,                      0,                      0,                      0,                      0,              0.0006445,              0.0006445,              0.0006445
                    191,                0.67345,                0.39354,                0.40004,                 1.1449,                0.85424,                0.98182,                 0.9715,                0.93349,                0.85424,                0.98182,                 0.9715,                0.95284,                      0,                      0,                      0,                      0,               0.000595,               0.000595,               0.000595
                    192,                0.70184,                0.40729,                0.42095,                 1.1672,                0.85402,                0.98182,                0.97099,                0.93809,                0.85402,                0.98182,                0.97099,                0.95276,                      0,                      0,                      0,                      0,              0.0005455,              0.0005455,              0.0005455
                    193,                0.69012,                 0.4035,                0.43539,                 1.1621,                0.85398,                0.98182,                0.97139,                0.93933,                0.85398,                0.98182,                0.97139,                0.94402,                      0,                      0,                      0,                      0,               0.000496,               0.000496,               0.000496
                    194,                0.66113,                0.39202,                0.38608,                 1.1426,                 0.8527,                0.98182,                0.97352,                0.93868,                 0.8527,                0.98182,                0.97352,                0.95101,                      0,                      0,                      0,                      0,              0.0004465,              0.0004465,              0.0004465
                    195,                0.67838,                0.38912,                0.39836,                 1.1359,                0.85279,                0.98182,                0.97368,                0.93976,                0.85279,                0.98182,                0.97368,                 0.9432,                      0,                      0,                      0,                      0,               0.000397,               0.000397,               0.000397
                    196,                0.62925,                0.35539,                    inf,                 1.1021,                0.85399,                0.98182,                0.97343,                0.93913,                0.85399,                0.98182,                0.97343,                0.94296,                      0,                      0,                      0,                      0,              0.0003475,              0.0003475,              0.0003475
                    197,                0.70642,                0.41341,                0.44201,                  1.183,                0.85439,                0.98182,                 0.9738,                0.93596,                0.85439,                0.98182,                 0.9738,                0.94298,                      0,                      0,                      0,                      0,               0.000298,               0.000298,               0.000298
                    198,                0.64118,                0.37253,                0.37112,                 1.1394,                0.85431,                0.98182,                0.97463,                0.93792,                0.85431,                0.98182,                0.97463,                0.95132,                      0,                      0,                      0,                      0,              0.0002485,              0.0002485,              0.0002485
                    199,                0.67245,                0.39526,                0.42156,                 1.1437,                0.85412,                0.98182,                0.97431,                0.94129,                0.85412,                0.98182,                0.97431,                0.95566,                      0,                      0,                      0,                      0,               0.000199,               0.000199,               0.000199
                    200,                0.93845,                0.97005,                0.98546,                0.94753,                0.93845,                0.97005,                0.98546,                0.95631,                      0,                      0,                      0,                      0
