               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              5.2804,              5.4345,              5.2362,                   0,                   0,                   0,                   0,                   0,                   0,                   0,               0.091,               0.001,               0.001
                   1,              5.3074,               5.364,              5.2116,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.081093,           0.0020931,           0.0020931
                   2,              5.2172,               5.231,              5.1865,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.071179,           0.0031789,           0.0031789
                   3,              5.5225,              5.1759,              5.1471,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.061257,           0.0042574,           0.0042574
                   4,              5.3758,              5.0758,               5.096,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.051329,           0.0053287,           0.0053287
                   5,              5.4175,              4.9753,              5.0464,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.041393,           0.0063927,           0.0063927
                   6,              5.4891,              5.0101,              4.9997,                   0,                   0,                   0,                   0,                   0,                   0,                   0,             0.03145,           0.0074495,           0.0074495
                   7,              5.1647,              4.7833,              4.9936,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.021499,            0.008499,            0.008499
                   8,              5.4662,              4.7582,              4.9259,          0.00066667,            0.037975,          0.00034774,          0.00021888,                   0,                   0,                   0,            0.011541,           0.0095413,           0.0095413
                   9,              5.2199,              4.8076,               4.922,                   0,                   0,                   0,                   0,                   0,                   0,                   0,            0.009703,            0.009703,            0.009703
                  10,               4.781,              4.4882,               4.861,          0.00022222,            0.012658,          0.00011638,          1.1638e-05,                   0,                   0,                   0,            0.009703,            0.009703,            0.009703
                  11,              4.5859,              4.4126,              4.7145,           0.0066667,             0.37975,            0.021335,           0.0042179,                   0,                   0,                   0,             0.00967,             0.00967,             0.00967
                  12,              4.4252,              4.3151,              4.5805,           0.0055556,             0.31646,            0.039033,           0.0095375,                   0,                   0,                   0,            0.009637,            0.009637,            0.009637
                  13,              4.5388,              4.2296,              4.3155,             0.21432,             0.11392,            0.099349,            0.021055,                   0,                   0,                   0,            0.009604,            0.009604,            0.009604
                  14,              4.1153,              3.9262,              4.1904,             0.19335,             0.20329,             0.10799,            0.032932,                   0,                   0,                   0,            0.009571,            0.009571,            0.009571
                  15,              3.9424,              3.7306,              4.0511,            0.014252,            0.075949,           0.0086488,           0.0026988,                   0,                   0,                   0,            0.009538,            0.009538,            0.009538
                  16,              3.8581,              3.5879,              3.8046,            0.013701,             0.75949,             0.14288,            0.050429,                   0,                   0,                   0,            0.009505,            0.009505,            0.009505
                  17,              3.6409,              3.3752,              3.7334,             0.24591,              0.1519,             0.10272,            0.025939,                   0,                   0,                   0,            0.009472,            0.009472,            0.009472
                  18,              3.5513,              3.1183,              3.6061,             0.23954,             0.25316,             0.16785,            0.041006,                   0,                   0,                   0,            0.009439,            0.009439,            0.009439
                  19,              3.3729,              3.1048,               3.455,              0.3233,             0.36709,             0.32018,             0.10565,                   0,                   0,                   0,            0.009406,            0.009406,            0.009406
                  20,              3.4044,               2.795,               3.472,             0.47227,             0.53165,             0.48757,             0.17107,                   0,                   0,                   0,            0.009373,            0.009373,            0.009373
                  21,              3.2121,              2.6501,              3.1943,             0.44441,             0.44554,             0.41854,              0.1696,                   0,                   0,                   0,             0.00934,             0.00934,             0.00934
                  22,              3.0506,              2.5944,               3.148,              0.5584,             0.48101,             0.45202,             0.16319,                   0,                   0,                   0,            0.009307,            0.009307,            0.009307
                  23,              3.0074,              2.3903,              2.9977,             0.34271,             0.41582,             0.24881,             0.11301,                   0,                   0,                   0,            0.009274,            0.009274,            0.009274
                  24,              2.9733,              2.4284,              2.9121,             0.39954,             0.34537,             0.29737,             0.13188,                   0,                   0,                   0,            0.009241,            0.009241,            0.009241
                  25,               2.889,              2.2328,              2.8092,              0.7339,             0.56962,             0.63914,             0.24013,                   0,                   0,                   0,            0.009208,            0.009208,            0.009208
                  26,              2.9397,              2.2905,              2.9481,             0.36545,             0.51899,             0.43558,             0.14919,                   0,                   0,                   0,            0.009175,            0.009175,            0.009175
                  27,              2.9019,              2.2249,              2.7373,              0.4452,             0.42665,             0.37783,             0.16338,                   0,                   0,                   0,            0.009142,            0.009142,            0.009142
                  28,              2.8224,              2.0584,              2.7152,             0.37761,             0.43779,             0.37485,               0.125,                   0,                   0,                   0,            0.009109,            0.009109,            0.009109
                  29,               2.799,              2.0356,              2.6301,             0.46266,             0.48101,              0.4575,             0.18756,                   0,                   0,                   0,            0.009076,            0.009076,            0.009076
                  30,              2.7897,              1.9853,              2.5436,             0.59011,             0.51899,             0.59025,             0.17725,                   0,                   0,                   0,            0.009043,            0.009043,            0.009043
                  31,              2.7483,              1.9475,              2.5741,             0.57841,             0.64557,             0.60696,               0.277,                   0,                   0,                   0,             0.00901,             0.00901,             0.00901
                  32,              2.6805,              1.9358,              2.4522,             0.56658,             0.66193,             0.66546,             0.30912,                   0,                   0,                   0,            0.008977,            0.008977,            0.008977
                  33,              2.7068,               1.967,              2.4928,             0.63416,             0.50633,             0.58979,             0.24526,                   0,                   0,                   0,            0.008944,            0.008944,            0.008944
                  34,              2.6754,              1.8321,              2.4321,             0.78887,              0.5676,             0.70906,             0.33945,                   0,                   0,                   0,            0.008911,            0.008911,            0.008911
                  35,              2.6375,              1.8187,              2.3411,             0.63751,             0.67089,             0.68282,             0.34083,                   0,                   0,                   0,            0.008878,            0.008878,            0.008878
                  36,              2.6157,              1.7494,              2.2815,              0.5011,              0.5443,             0.50188,             0.24385,                   0,                   0,                   0,            0.008845,            0.008845,            0.008845
                  37,              2.6352,              1.8159,              2.3477,             0.51591,              0.4557,             0.49871,             0.25566,                   0,                   0,                   0,            0.008812,            0.008812,            0.008812
                  38,              2.5942,              1.7463,              2.3184,             0.60956,              0.6962,             0.68576,             0.33344,                   0,                   0,                   0,            0.008779,            0.008779,            0.008779
                  39,              2.5454,              1.6886,              2.3088,             0.77236,             0.67089,             0.77698,             0.34585,                   0,                   0,                   0,            0.008746,            0.008746,            0.008746
                  40,              2.6011,              1.7819,              2.3273,             0.79814,             0.70073,             0.78055,             0.38698,                   0,                   0,                   0,            0.008713,            0.008713,            0.008713
                  41,               2.487,              1.5887,              2.2377,             0.75162,             0.83544,              0.8339,              0.3614,                   0,                   0,                   0,             0.00868,             0.00868,             0.00868
                  42,              2.4906,              1.5774,               2.127,             0.56724,             0.62025,             0.61296,             0.27796,                   0,                   0,                   0,            0.008647,            0.008647,            0.008647
                  43,              2.4531,              1.5892,               2.219,             0.74621,             0.66996,             0.73168,             0.32737,                   0,                   0,                   0,            0.008614,            0.008614,            0.008614
                  44,              2.4997,              1.6547,              2.2875,             0.66029,             0.71355,             0.75184,             0.38172,                   0,                   0,                   0,            0.008581,            0.008581,            0.008581
                  45,              2.5101,              1.7177,              2.2777,             0.71772,              0.7403,             0.77307,             0.34694,                   0,                   0,                   0,            0.008548,            0.008548,            0.008548
                  46,              2.4379,              1.5474,              2.0981,             0.73066,             0.75949,             0.80717,             0.37856,                   0,                   0,                   0,            0.008515,            0.008515,            0.008515
                  47,              2.4977,              1.5883,              2.1991,             0.72385,             0.68354,              0.7395,             0.36683,                   0,                   0,                   0,            0.008482,            0.008482,            0.008482
                  48,              2.4632,              1.5115,               2.137,             0.62852,             0.77215,             0.72819,             0.32092,                   0,                   0,                   0,            0.008449,            0.008449,            0.008449
                  49,              2.4754,              1.5515,               2.175,             0.64201,             0.65823,             0.70192,             0.36039,                   0,                   0,                   0,            0.008416,            0.008416,            0.008416
                  50,              2.3776,              1.4873,              2.1071,             0.71009,             0.71314,             0.71894,             0.36922,                   0,                   0,                   0,            0.008383,            0.008383,            0.008383
                  51,              2.3996,              1.4777,               2.058,             0.73294,             0.78481,             0.75319,             0.37423,                   0,                   0,                   0,             0.00835,             0.00835,             0.00835
                  52,              2.4237,              1.4876,              2.1164,             0.76737,             0.72152,             0.76631,             0.39331,                   0,                   0,                   0,            0.008317,            0.008317,            0.008317
                  53,              2.4082,              1.4584,              2.0791,             0.86932,             0.68354,             0.80852,             0.36597,                   0,                   0,                   0,            0.008284,            0.008284,            0.008284
                  54,              2.4269,              1.5088,              2.1191,             0.59699,             0.65823,             0.67839,             0.29717,                   0,                   0,                   0,            0.008251,            0.008251,            0.008251
                  55,               2.448,              1.5064,              2.1347,             0.67378,              0.6798,             0.71916,              0.3802,                   0,                   0,                   0,            0.008218,            0.008218,            0.008218
                  56,              2.3004,              1.4548,              2.0717,             0.71643,             0.79952,             0.79322,             0.40961,                   0,                   0,                   0,            0.008185,            0.008185,            0.008185
                  57,              2.3175,              1.4502,              2.0596,             0.66059,              0.7145,             0.72384,             0.37929,                   0,                   0,                   0,            0.008152,            0.008152,            0.008152
                  58,              2.3422,               1.404,              2.0733,             0.80923,             0.72152,             0.83129,             0.43545,                   0,                   0,                   0,            0.008119,            0.008119,            0.008119
                  59,              2.3301,              1.3696,              2.0026,             0.72624,             0.78481,             0.79843,             0.41773,                   0,                   0,                   0,            0.008086,            0.008086,            0.008086
                  60,                2.33,              1.3658,              2.0606,             0.67123,             0.74949,             0.71634,             0.37186,                   0,                   0,                   0,            0.008053,            0.008053,            0.008053
                  61,              2.3163,              1.3365,              1.9577,             0.63527,             0.70554,             0.64981,             0.31659,                   0,                   0,                   0,             0.00802,             0.00802,             0.00802
                  62,              2.3175,              1.3923,              2.0495,             0.73675,             0.73418,             0.80426,             0.43102,                   0,                   0,                   0,            0.007987,            0.007987,            0.007987
                  63,              2.3804,              1.3398,              1.9807,             0.70131,             0.80251,             0.74491,             0.41935,                   0,                   0,                   0,            0.007954,            0.007954,            0.007954
                  64,               2.365,              1.3885,               2.056,              0.6669,             0.75949,             0.74197,             0.40203,                   0,                   0,                   0,            0.007921,            0.007921,            0.007921
                  65,              2.3228,              1.3168,              1.9559,             0.70858,             0.68354,             0.74905,             0.38657,                   0,                   0,                   0,            0.007888,            0.007888,            0.007888
                  66,              2.2829,              1.2818,               1.918,             0.50974,             0.77215,              0.6443,             0.33777,                   0,                   0,                   0,            0.007855,            0.007855,            0.007855
                  67,              2.2288,              1.2721,              1.8852,             0.57922,             0.73418,             0.67629,             0.33974,                   0,                   0,                   0,            0.007822,            0.007822,            0.007822
                  68,               2.197,              1.2451,              1.8653,             0.58495,             0.70886,             0.60936,             0.32196,                   0,                   0,                   0,            0.007789,            0.007789,            0.007789
                  69,                2.36,              1.3736,              2.0716,              0.6415,             0.67089,              0.6488,             0.34132,                   0,                   0,                   0,            0.007756,            0.007756,            0.007756
                  70,              2.1593,              1.2797,              1.8866,             0.70117,             0.65348,             0.67978,             0.33697,                   0,                   0,                   0,            0.007723,            0.007723,            0.007723
                  71,              2.1877,               1.252,              1.8767,             0.67232,             0.72152,              0.6935,              0.3417,                   0,                   0,                   0,             0.00769,             0.00769,             0.00769
                  72,              2.2354,              1.2611,              1.9606,             0.69419,             0.73418,             0.71572,             0.38475,                   0,                   0,                   0,            0.007657,            0.007657,            0.007657
                  73,              2.1769,              1.2331,              1.9163,             0.65495,              0.7689,             0.65252,             0.33816,                   0,                   0,                   0,            0.007624,            0.007624,            0.007624
                  74,              2.2575,              1.2197,              1.9087,             0.50515,             0.76241,             0.55294,             0.27836,                   0,                   0,                   0,            0.007591,            0.007591,            0.007591
                  75,              2.2374,              1.2337,              1.8676,             0.49929,             0.79522,             0.54776,             0.26891,                   0,                   0,                   0,            0.007558,            0.007558,            0.007558
                  76,              2.2375,              1.2618,              1.9643,             0.68174,             0.79747,              0.7847,             0.40977,                   0,                   0,                   0,            0.007525,            0.007525,            0.007525
                  77,              2.2084,              1.2609,              1.9547,             0.62793,             0.70886,             0.65016,             0.37047,                   0,                   0,                   0,            0.007492,            0.007492,            0.007492
                  78,              2.2593,              1.2556,              1.8976,             0.65705,             0.75182,             0.70616,             0.32625,                   0,                   0,                   0,            0.007459,            0.007459,            0.007459
                  79,               2.283,              1.2987,              1.9962,              0.6229,             0.72152,             0.66855,             0.32354,                   0,                   0,                   0,            0.007426,            0.007426,            0.007426
                  80,              2.1222,              1.2252,              1.8802,             0.56694,             0.77215,             0.63839,             0.30831,                   0,                   0,                   0,            0.007393,            0.007393,            0.007393
                  81,              2.1946,              1.2093,              1.9562,             0.55204,             0.73418,             0.61336,             0.32758,                   0,                   0,                   0,             0.00736,             0.00736,             0.00736
                  82,              2.1809,              1.2447,              1.9353,             0.51936,             0.81013,             0.56272,             0.29731,                   0,                   0,                   0,            0.007327,            0.007327,            0.007327
                  83,              2.1818,              1.2235,              1.8248,             0.56865,              0.6842,             0.63038,             0.35399,                   0,                   0,                   0,            0.007294,            0.007294,            0.007294
                  84,              2.2695,              1.3173,              2.0161,              0.5426,             0.70886,             0.64236,             0.36267,                   0,                   0,                   0,            0.007261,            0.007261,            0.007261
                  85,              2.2146,              1.2375,              1.8879,             0.63503,             0.68278,             0.68602,             0.36085,                   0,                   0,                   0,            0.007228,            0.007228,            0.007228
                  86,              2.1408,              1.2147,               1.926,             0.62528,             0.72152,             0.67566,             0.34898,                   0,                   0,                   0,            0.007195,            0.007195,            0.007195
                  87,              2.1674,               1.194,              1.8616,             0.60483,             0.74684,             0.68036,             0.37513,                   0,                   0,                   0,            0.007162,            0.007162,            0.007162
                  88,              2.1933,              1.2348,              1.9406,              0.6199,             0.62025,             0.60224,             0.30869,                   0,                   0,                   0,            0.007129,            0.007129,            0.007129
                  89,              2.1195,              1.2082,              1.8937,             0.61665,             0.69234,             0.67218,             0.37216,                   0,                   0,                   0,            0.007096,            0.007096,            0.007096
                  90,               2.131,              1.1384,              1.8542,             0.57559,             0.70886,             0.65938,             0.37306,                   0,                   0,                   0,            0.007063,            0.007063,            0.007063
                  91,              2.1606,              1.1876,              1.8668,             0.58421,             0.63291,             0.62739,             0.34519,                   0,                   0,                   0,             0.00703,             0.00703,             0.00703
                  92,              2.0824,              1.1623,               1.859,             0.51828,             0.74684,             0.57052,             0.31227,                   0,                   0,                   0,            0.006997,            0.006997,            0.006997
                  93,              2.2285,              1.2178,              1.8751,             0.52821,             0.73697,             0.57872,              0.2906,                   0,                   0,                   0,            0.006964,            0.006964,            0.006964
                  94,              2.1281,              1.1174,              1.8229,             0.63264,             0.82278,             0.76572,             0.38253,                   0,                   0,                   0,            0.006931,            0.006931,            0.006931
                  95,              2.1247,              1.1221,              1.7964,              0.6862,             0.87342,             0.77851,             0.43941,                   0,                   0,                   0,            0.006898,            0.006898,            0.006898
                  96,              2.1424,              1.2134,              1.8824,             0.60618,              0.8481,             0.71379,             0.40343,                   0,                   0,                   0,            0.006865,            0.006865,            0.006865
                  97,              2.1056,              1.1821,              1.8235,             0.63106,             0.82278,             0.71907,             0.35191,                   0,                   0,                   0,            0.006832,            0.006832,            0.006832
                  98,              2.1129,              1.1936,              1.9022,             0.60114,             0.78481,             0.70209,             0.39795,                   0,                   0,                   0,            0.006799,            0.006799,            0.006799
                  99,               2.116,              1.1827,              1.8244,              0.6346,              0.8354,             0.75332,             0.41108,                   0,                   0,                   0,            0.006766,            0.006766,            0.006766
                 100,              2.1117,              1.1348,              1.7992,             0.69675,             0.68354,             0.70471,             0.36663,                   0,                   0,                   0,            0.006733,            0.006733,            0.006733
                 101,               2.094,              1.1377,              1.8733,             0.64607,             0.64557,             0.64123,             0.30865,                   0,                   0,                   0,              0.0067,              0.0067,              0.0067
                 102,              2.1392,              1.1453,              1.9108,             0.66544,             0.68354,             0.68029,             0.35485,                   0,                   0,                   0,            0.006667,            0.006667,            0.006667
                 103,              2.1227,              1.1344,              1.8206,             0.61885,              0.6988,             0.62163,             0.32362,                   0,                   0,                   0,            0.006634,            0.006634,            0.006634
                 104,              2.0506,              1.1259,              1.7863,             0.59813,             0.72152,             0.65801,             0.33987,                   0,                   0,                   0,            0.006601,            0.006601,            0.006601
                 105,              2.0292,               1.122,               1.824,             0.52709,             0.74777,             0.67206,             0.35775,                   0,                   0,                   0,            0.006568,            0.006568,            0.006568
                 106,              2.0428,              1.1039,              1.8138,             0.61153,             0.70886,              0.6816,             0.33604,                   0,                   0,                   0,            0.006535,            0.006535,            0.006535
                 107,              2.1117,              1.0976,              1.7833,             0.61816,             0.73775,             0.68865,             0.34636,                   0,                   0,                   0,            0.006502,            0.006502,            0.006502
                 108,               2.006,              1.0485,              1.7682,             0.60015,             0.81013,             0.68734,             0.35105,                   0,                   0,                   0,            0.006469,            0.006469,            0.006469
                 109,              2.1547,              1.1517,              1.8531,              0.6373,             0.75949,             0.67577,             0.33601,                   0,                   0,                   0,            0.006436,            0.006436,            0.006436
                 110,              2.0053,               1.111,              1.8054,             0.68358,              0.8204,             0.69845,             0.36533,                   0,                   0,                   0,            0.006403,            0.006403,            0.006403
                 111,              2.0605,              1.1177,              1.8604,             0.64762,             0.78481,             0.70943,             0.35626,                   0,                   0,                   0,             0.00637,             0.00637,             0.00637
                 112,              2.0323,              1.0738,              1.7405,             0.59692,             0.78481,             0.65745,             0.32217,                   0,                   0,                   0,            0.006337,            0.006337,            0.006337
                 113,              2.1096,              1.1382,              1.8076,              0.6169,             0.83544,              0.6879,             0.33632,                   0,                   0,                   0,            0.006304,            0.006304,            0.006304
                 114,              2.0247,              1.0886,              1.8379,             0.60543,             0.83544,             0.70173,              0.3572,                   0,                   0,                   0,            0.006271,            0.006271,            0.006271
                 115,              2.0328,              1.1311,              1.8216,             0.60519,             0.73736,             0.69482,             0.37674,                   0,                   0,                   0,            0.006238,            0.006238,            0.006238
                 116,              2.1148,              1.1544,              1.9434,             0.58363,             0.74523,             0.66133,             0.28539,                   0,                   0,                   0,            0.006205,            0.006205,            0.006205
                 117,              2.0219,              1.0833,              1.7843,             0.60104,             0.67089,             0.61012,             0.29015,                   0,                   0,                   0,            0.006172,            0.006172,            0.006172
                 118,              2.0514,              1.1135,              1.8537,             0.70161,             0.77386,             0.74876,             0.38967,                   0,                   0,                   0,            0.006139,            0.006139,            0.006139
                 119,              2.0494,              1.1053,              1.7742,             0.59174,             0.82278,             0.65618,             0.31702,                   0,                   0,                   0,            0.006106,            0.006106,            0.006106
                 120,              2.1171,              1.1373,              1.8699,             0.65899,             0.83172,             0.71493,             0.39085,                   0,                   0,                   0,            0.006073,            0.006073,            0.006073
                 121,              1.9474,              1.0414,              1.7148,             0.59861,             0.78481,             0.66373,             0.33819,                   0,                   0,                   0,             0.00604,             0.00604,             0.00604
                 122,              2.0539,              1.1513,              1.7847,              0.5627,             0.76556,             0.56725,             0.29813,                   0,                   0,                   0,            0.006007,            0.006007,            0.006007
                 123,              2.0604,              1.1396,              1.8446,             0.61041,             0.82278,             0.67004,             0.35835,                   0,                   0,                   0,            0.005974,            0.005974,            0.005974
                 124,              2.0301,              1.0997,              1.7685,             0.61089,             0.79747,             0.62762,             0.32852,                   0,                   0,                   0,            0.005941,            0.005941,            0.005941
                 125,              2.0145,                1.06,              1.7595,             0.63685,             0.77215,             0.69518,             0.37367,                   0,                   0,                   0,            0.005908,            0.005908,            0.005908
                 126,              2.0515,              1.0577,              1.7867,             0.54081,             0.83544,             0.59113,             0.27154,                   0,                   0,                   0,            0.005875,            0.005875,            0.005875
                 127,              2.0606,              1.0777,              1.8087,             0.54702,             0.81013,             0.62147,             0.27362,                   0,                   0,                   0,            0.005842,            0.005842,            0.005842
                 128,              1.9991,              1.0602,              1.7658,             0.56982,             0.79747,             0.62667,             0.31464,                   0,                   0,                   0,            0.005809,            0.005809,            0.005809
                 129,              1.9914,              1.0676,              1.8129,             0.63316,             0.85208,             0.70756,             0.37586,                   0,                   0,                   0,            0.005776,            0.005776,            0.005776
                 130,              1.9546,              1.0457,               1.744,             0.61311,             0.86258,             0.70931,             0.37173,                   0,                   0,                   0,            0.005743,            0.005743,            0.005743
                 131,              1.9963,              1.0629,                1.78,             0.54243,             0.77215,             0.62369,             0.29654,                   0,                   0,                   0,             0.00571,             0.00571,             0.00571
                 132,              1.9566,              1.0192,              1.6903,             0.52415,             0.83544,             0.59705,             0.31529,                   0,                   0,                   0,            0.005677,            0.005677,            0.005677
                 133,              1.9445,              1.0381,              1.7445,             0.57952,             0.76766,               0.696,             0.38081,                   0,                   0,                   0,            0.005644,            0.005644,            0.005644
                 134,               2.082,              1.0778,              1.7687,             0.61021,             0.77284,             0.67975,             0.35369,                   0,                   0,                   0,            0.005611,            0.005611,            0.005611
                 135,              1.9741,               1.078,              1.7499,              0.5621,             0.71495,             0.64103,             0.35656,                   0,                   0,                   0,            0.005578,            0.005578,            0.005578
                 136,              1.9571,              1.0324,              1.7556,             0.57165,             0.74684,             0.62824,             0.34028,                   0,                   0,                   0,            0.005545,            0.005545,            0.005545
                 137,              1.9877,              1.0501,              1.7716,             0.69218,             0.70886,             0.67804,             0.35288,                   0,                   0,                   0,            0.005512,            0.005512,            0.005512
                 138,              2.0027,              1.0143,              1.6879,             0.59006,             0.81992,             0.63209,             0.32031,                   0,                   0,                   0,            0.005479,            0.005479,            0.005479
                 139,              1.9979,              1.0687,              1.8177,             0.72683,             0.70886,             0.72137,              0.3516,                   0,                   0,                   0,            0.005446,            0.005446,            0.005446
                 140,              1.9251,              1.0131,              1.7455,             0.73147,             0.75949,             0.75781,             0.39627,                   0,                   0,                   0,            0.005413,            0.005413,            0.005413
                 141,              1.9936,              1.0474,              1.7359,             0.66257,             0.77054,             0.68538,             0.36104,                   0,                   0,                   0,             0.00538,             0.00538,             0.00538
                 142,                1.97,              1.0548,              1.7553,             0.59504,             0.73418,             0.69351,             0.36548,                   0,                   0,                   0,            0.005347,            0.005347,            0.005347
                 143,              1.9292,               1.019,              1.7278,             0.68343,             0.76521,             0.74444,             0.41293,                   0,                   0,                   0,            0.005314,            0.005314,            0.005314
                 144,               1.916,             0.98758,              1.7756,              0.6152,             0.78929,              0.6951,             0.39268,                   0,                   0,                   0,            0.005281,            0.005281,            0.005281
                 145,               1.903,             0.99073,              1.6794,             0.59975,             0.77768,             0.68815,             0.37683,                   0,                   0,                   0,            0.005248,            0.005248,            0.005248
                 146,              1.9379,             0.99888,              1.6135,             0.58753,              0.8481,             0.69731,             0.38664,                   0,                   0,                   0,            0.005215,            0.005215,            0.005215
                 147,              1.9204,              1.0238,              1.7065,             0.57498,             0.81013,              0.7081,             0.39135,                   0,                   0,                   0,            0.005182,            0.005182,            0.005182
                 148,              1.9726,              1.0125,               1.791,              0.5764,              0.8268,             0.71344,             0.38137,                   0,                   0,                   0,            0.005149,            0.005149,            0.005149
                 149,              1.9057,              1.0217,              1.7958,             0.63286,             0.78553,             0.75448,             0.40555,                   0,                   0,                   0,            0.005116,            0.005116,            0.005116
                 150,              1.8757,              1.0149,              1.7135,              0.5949,              0.8551,             0.67034,             0.35634,                   0,                   0,                   0,            0.005083,            0.005083,            0.005083
                 151,              1.8658,             0.99554,              1.7223,             0.64731,             0.77215,             0.71683,             0.36524,                   0,                   0,                   0,             0.00505,             0.00505,             0.00505
                 152,              1.9269,             0.97179,              1.7413,             0.59701,             0.77215,             0.64804,             0.31339,                   0,                   0,                   0,            0.005017,            0.005017,            0.005017
                 153,              1.8594,             0.95929,              1.7173,             0.65122,             0.73268,              0.6687,             0.32547,                   0,                   0,                   0,            0.004984,            0.004984,            0.004984
                 154,               1.903,              1.0119,              1.7225,             0.60619,             0.73418,             0.61788,             0.30289,                   0,                   0,                   0,            0.004951,            0.004951,            0.004951
                 155,              1.8817,              1.0161,              1.7436,              0.5856,             0.75131,             0.58512,             0.27162,                   0,                   0,                   0,            0.004918,            0.004918,            0.004918
                 156,              1.8841,               1.014,              1.7569,             0.63896,             0.75949,             0.68722,             0.34258,                   0,                   0,                   0,            0.004885,            0.004885,            0.004885
                 157,              1.8007,             0.93794,              1.6541,             0.64823,             0.72312,             0.70505,             0.36443,                   0,                   0,                   0,            0.004852,            0.004852,            0.004852
                 158,              1.9887,              1.0617,               1.744,             0.61724,             0.78481,             0.65074,                0.33,                   0,                   0,                   0,            0.004819,            0.004819,            0.004819
